COMMUNE;DEPT;CODE POSTAL;LAT;LON
Marolles-les-Buis;28;28400;48.366;0.943
Marville-Moutiers-Brûlé;28;28500;48.675;1.379
Meaucé;28;28240;48.484;0.985
Méréglise;28;28120;48.294;1.185
Mérouville;28;28310;48.303;1.901
Meslay-le-Grenet;28;28120;48.371;1.39
Meslay-le-Vidame;28;28360;48.278;1.482
Le Mesnil-Simon;28;28260;48.89;1.535
Le Mesnil-Thomas;28;28250;48.59;1.09
Mévoisins;28;28130;48.553;1.599
Mézières-en-Drouais;28;28500;48.726;1.442
Miermaigne;28;28480;48.249;0.998
Mignières;28;28630;48.361;1.424
Mittainvilliers-Vérigny;28;28190;48.5;1.313
Moinville-la-Jeulin;28;28700;48.376;1.7
Moléans;28;28200;48.112;1.402
Mondonville-Saint-Jean;28;28700;48.363;1.824
Montboissier;28;28800;48.23;1.41
Montharville;28;28800;48.177;1.325
Montigny-le-Chartif;28;28120;48.291;1.13
Montigny-sur-Avre;28;28270;48.72;1.012
Montireau;28;28240;48.415;1.035
Montlandon;28;28240;48.388;1.025
Montreuil;28;28500;48.773;1.38
Morainville;28;28700;48.38;1.834
Morancez;28;28630;48.397;1.503
Moriers;28;28800;48.221;1.44
Morvilliers;28;28340;48.649;0.947
Mottereau;28;28160;48.252;1.169
Moulhard;28;28160;48.213;1.012
Moutiers;28;28150;48.296;1.764
Néron;28;28210;48.596;1.503
Neuvy-en-Beauce;28;28310;48.276;1.874
Neuvy-en-Dunois;28;28800;48.203;1.536
Nogent-le-Phaye;28;28630;48.452;1.578
Nogent-le-Roi;28;28210;48.63;1.524
Nogent-le-Rotrou;28;28400;48.318;0.804
Nogent-sur-Eure;28;28120;48.39;1.376
Nonvilliers-Grandhoux;28;28120;48.34;1.146
Nottonville;28;28140;48.125;1.525
Oinville-Saint-Liphard;28;28310;48.236;1.924
Oinville-sous-Auneau;28;28700;48.47;1.714
Ollé;28;28120;48.386;1.297
Orgères-en-Beauce;28;28140;48.139;1.684
Ormoy;28;28210;48.624;1.472
Orrouer;28;28190;48.406;1.279
Ouarville;28;28150;48.362;1.77
Ouerre;28;28500;48.708;1.489
Oulins;28;28260;48.867;1.489
Oysonville;28;28700;48.393;1.948
Péronville;28;28140;48.059;1.582
Pierres;28;28130;48.589;1.552
Les Pinthières;28;28210;48.705;1.574
Poinville;28;28310;48.175;1.9
Poisvilliers;28;28300;48.506;1.461
Pontgouin;28;28190;48.492;1.146
Poupry;28;28140;48.1;1.833
Prasville;28;28150;48.274;1.712
Pré-Saint-Évroult;28;28800;48.188;1.461
Pré-Saint-Martin;28;28800;48.22;1.473
Prudemanche;28;28270;48.721;1.134
Prunay-le-Gillon;28;28360;48.366;1.635
La Puisaye;28;28250;48.613;0.97
Puiseux;28;28170;48.639;1.369
Réclainville;28;28150;48.338;1.74
Les Ressuintes;28;28340;48.595;0.926
Revercourt;28;28270;48.722;1.077
Rohaire;28;28340;48.667;0.84
Roinville;28;28700;48.443;1.757
Rouvray-Saint-Denis;28;28310;48.277;1.943
Rouvres;28;28260;48.832;1.481
Rueil-la-Gadelière;28;28270;48.704;0.964
Saint-Ange-et-Torçay;28;28170;48.65;1.214
Saint-Arnoult-des-Bois;28;28190;48.493;1.255
Saint-Aubin-des-Bois;28;28300;48.463;1.345
Saint-Avit-les-Guespières;28;28120;48.268;1.263
Saint-Bomer;28;28330;48.195;0.829
Saint-Christophe;28;28200;48.132;1.37
Villemaury;28;28200;48.046;1.47
Saintigny;28;28480;48.333;0.997
Sainte-Gemme-Moronval;28;28500;48.736;1.412
Saint-Denis-des-Puits;28;28240;48.38;1.162
Saint-Denis-Lanneray;28;28200;48.061;1.272
Saint-Éliph;28;28240;48.45;1.036
Saint-Éman;28;28120;48.324;1.2
Saint-Georges-sur-Eure;28;28190;48.42;1.357
Saint-Germain-le-Gaillard;28;28190;48.424;1.255
Saint-Jean-de-Rebervilliers;28;28170;48.623;1.258
Saint-Jean-Pierre-Fixte;28;28400;48.292;0.83
Saint-Laurent-la-Gâtine;28;28210;48.693;1.54
Saint-Léger-des-Aubées;28;28700;48.414;1.75
Saint-Lubin-de-Cravant;28;28270;48.707;1.101
Saint-Lubin-de-la-Haye;28;28410;48.818;1.56
Saint-Lubin-des-Joncherets;28;28350;48.751;1.187
Saint-Lucien;28;28210;48.639;1.623
Saint-Luperce;28;28190;48.437;1.303
Saint-Maixme-Hauterive;28;28170;48.593;1.19
Saint-Martin-de-Nigelles;28;28130;48.613;1.614
Saint-Maur-sur-le-Loir;28;28800;48.152;1.418
Saint-Maurice-Saint-Germain;28;28240;48.49;1.074
Saint-Ouen-Marchefroy;28;28260;48.857;1.53
Saint-Piat;28;28130;48.548;1.579
Saint-Prest;28;28300;48.492;1.514
Saint-Rémy-sur-Avre;28;28380;48.749;1.237
Saint-Sauveur-Marville;28;28170;48.605;1.286
Saint-Victor-de-Buthon;28;28240;48.408;0.979
Sainville;28;28700;48.415;1.882
Sancheville;28;28800;48.182;1.58
Sandarville;28;28120;48.346;1.349
Santeuil;28;28700;48.383;1.74
Santilly;28;28310;48.149;1.88
La Saucelle;28;28250;48.629;1.026
Saulnières;28;28500;48.665;1.266
Saumeray;28;28800;48.252;1.319
Saussay;28;28260;48.851;1.41
Senantes;28;28210;48.656;1.584
Senonches;28;28250;48.56;1.019
Serazereux;28;28170;48.595;1.436
Serville;28;28410;48.77;1.487
Sorel-Moussel;28;28260;48.829;1.394
Souancé-au-Perche;28;28400;48.271;0.835
Soulaires;28;28130;48.518;1.589
Sours;28;28630;48.414;1.596
Terminiers;28;28140;48.09;1.73
Theuville;28;28150;48.333;1.592
Le Thieulin;28;28240;48.407;1.14
Thimert-Gâtelles;28;28170;48.555;1.262
Thiron-Gardais;28;28480;48.305;1.011
Thivars;28;28630;48.382;1.449
Thiville;28;28200;48.019;1.366
Tillay-le-Péneux;28;28140;48.159;1.764
Toury;28;28310;48.195;1.943
Trancrainville;28;28310;48.238;1.862
Tremblay-les-Villages;28;28170;48.588;1.369
Tréon;28;28500;48.675;1.325
Trizay-Coutretot-Saint-Serge;28;28400;48.293;0.878
Trizay-lès-Bonneval;28;28800;48.2;1.332
Umpeau;28;28700;48.468;1.666
Unverre;28;28160;48.189;1.072
Varize;28;28140;48.082;1.526
Vaupillon;28;28240;48.46;0.97
Ver-lès-Chartres;28;28630;48.378;1.48
Vernouillet;28;28500;48.72;1.351
Vert-en-Drouais;28;28500;48.751;1.295
Éole-en-Beauce;28;28150;48.216;1.693
Vichères;28;28480;48.265;0.907
Vierville;28;28700;48.384;1.9
Vieuvicq;28;28120;48.261;1.207
Villampuy;28;28200;48.04;1.511
Villars;28;28150;48.231;1.544
Villebon;28;28190;48.39;1.199
Villemeux-sur-Eure;28;28210;48.671;1.457
Villiers-le-Morhier;28;28130;48.621;1.572
Villiers-Saint-Orien;28;28800;48.143;1.495
Vitray-en-Beauce;28;28360;48.276;1.424
Voise;28;28700;48.402;1.709
Les Villages Vovéens;28;28150;48.27;1.631
Yermenonville;28;28130;48.549;1.622
Yèvres;28;28160;48.191;1.191
Ymeray;28;28320;48.509;1.703
Ymonville;28;28150;48.25;1.751
Argol;29;29560;48.25;-4.299
Arzano;29;29300;47.893;-3.443
Audierne;29;29770;48.024;-4.544
Bannalec;29;29380;47.935;-3.695
Baye;29;29300;47.856;-3.613
Bénodet;29;29950;47.878;-4.077
Berrien;29;29690;48.403;-3.765
Beuzec-Cap-Sizun;29;29790;48.072;-4.507
Bodilis;29;29400;48.515;-4.121
Bohars;29;29820;48.432;-4.522
Bolazec;29;29640;48.442;-3.595
Botmeur;29;29690;48.376;-3.923
Botsorhel;29;29650;48.506;-3.629
Bourg-Blanc;29;29860;48.496;-4.5
Brasparts;29;29190;48.319;-3.95
Brélès;29;29810;48.471;-4.686
Brennilis;29;29690;48.36;-3.85
Brest;29;29200;48.4;-4.503
Briec;29;29510;48.094;-4.021
Plounéour-Brignogan-plages;29;29890;48.667;-4.334
Camaret-sur-Mer;29;29570;48.268;-4.588
Carantec;29;29660;48.655;-3.913
Carhaix-Plouguer;29;29270;48.269;-3.566
Cast;29;29150;48.149;-4.119
Châteaulin;29;29150;48.203;-4.074
Châteauneuf-du-Faou;29;29520;48.189;-3.821
Cléden-Cap-Sizun;29;29770;48.054;-4.657
Cléden-Poher;29;29270;48.243;-3.664
Cléder;29;29233;48.66;-4.124
Clohars-Carnoët;29;29360;47.794;-3.567
Clohars-Fouesnant;29;29950;47.898;-4.083
Le Cloître-Pleyben;29;29190;48.258;-3.896
Le Cloître-Saint-Thégonnec;29;29410;48.46;-3.792
Coat-Méal;29;29870;48.506;-4.54
Collorec;29;29530;48.292;-3.772
Combrit;29;29120;47.887;-4.164
Commana;29;29450;48.41;-3.97
Concarneau;29;29900;47.897;-3.907
Le Conquet;29;29217;48.356;-4.762
Coray;29;29370;48.066;-3.855
Crozon;29;29160;48.245;-4.492
Daoulas;29;29460;48.356;-4.263
Dinéault;29;29150;48.217;-4.167
Dirinon;29;29460;48.401;-4.269
Douarnenez;29;29100;48.081;-4.328
Le Drennec;29;29860;48.533;-4.381
Edern;29;29510;48.12;-3.96
Elliant;29;29370;48.008;-3.903
Ergué-Gabéric;29;29500;48.012;-4.008
Le Faou;29;29590;48.306;-4.142
La Feuillée;29;29690;48.391;-3.852
Le Folgoët;29;29260;48.567;-4.352
La Forest-Landerneau;29;29800;48.434;-4.315
La Forêt-Fouesnant;29;29940;47.92;-3.969
Fouesnant;29;29170;47.878;-4.018
Garlan;29;29610;48.604;-3.767
Gouesnach;29;29950;47.917;-4.111
Gouesnou;29;29850;48.447;-4.463
Gouézec;29;29190;48.17;-3.972
Goulien;29;29770;48.058;-4.593
Goulven;29;29890;48.624;-4.296
Gourlizon;29;29710;48.026;-4.27
Guengat;29;29180;48.041;-4.196
Guerlesquin;29;29650;48.532;-3.588
Guiclan;29;29410;48.543;-3.98
Guilers;29;29820;48.419;-4.562
Guiler-sur-Goyen;29;29710;48.017;-4.361
Guilligomarc'h;29;29300;47.943;-3.426
Guilvinec;29;29730;47.801;-4.286
Guimaëc;29;29620;48.679;-3.706
Guimiliau;29;29400;48.481;-3.997
Guipavas;29;29490;48.431;-4.396
Milizac-Guipronvel;29;29290;48.491;-4.57
Guissény;29;29880;48.617;-4.411
Hanvec;29;29460;48.33;-4.139
Henvic;29;29670;48.633;-3.93
Hôpital-Camfrout;29;29460;48.324;-4.239
Huelgoat;29;29690;48.362;-3.758
Île-de-Batz;29;29253;48.745;-4.014
Île-de-Sein;29;29990;48.038;-4.858
Île-Molène;29;29259;48.395;-4.96
Île-Tudy;29;29980;47.853;-4.162
Irvillac;29;29460;48.367;-4.202
Le Juch;29;29100;48.056;-4.266
Kergloff;29;29270;48.28;-3.646
Kerlaz;29;29100;48.091;-4.263
Kerlouan;29;29890;48.648;-4.379
Kernilis;29;29260;48.575;-4.411
Kernouës;29;29260;48.594;-4.345
Kersaint-Plabennec;29;29860;48.479;-4.363
Lampaul-Guimiliau;29;29400;48.484;-4.041
Lampaul-Plouarzel;29;29810;48.45;-4.765
Lampaul-Ploudalmézeau;29;29830;48.553;-4.647
Lanarvily;29;29260;48.561;-4.383
Landéda;29;29870;48.589;-4.577
Landeleau;29;29530;48.253;-3.733
Landerneau;29;29800;48.451;-4.264
Landévennec;29;29560;48.281;-4.312
Landivisiau;29;29400;48.516;-4.061
Landrévarzec;29;29510;48.09;-4.076
Landudal;29;29510;48.056;-3.977
Landudec;29;29710;47.996;-4.328
Landunvez;29;29840;48.534;-4.729
Langolen;29;29510;48.075;-3.916
Lanhouarneau;29;29430;48.576;-4.204
Lanildut;29;29840;48.482;-4.734
Lanmeur;29;29620;48.642;-3.722
Lannéanou;29;29640;48.498;-3.665
Lannédern;29;29190;48.289;-3.902
Lanneuffret;29;29400;48.495;-4.202
Lannilis;29;29870;48.57;-4.524
Lanrivoaré;29;29290;48.466;-4.635
Lanvéoc;29;29160;48.276;-4.444
Laz;29;29520;48.135;-3.84
Lennon;29;29190;48.205;-3.903
Lesneven;29;29260;48.58;-4.313
Leuhan;29;29390;48.101;-3.778
Loc-Brévalaire;29;29260;48.554;-4.407
Loc-Eguiner;29;29400;48.476;-4.093
Locmaria-Plouzané;29;29280;48.371;-4.65
Locmélar;29;29400;48.45;-4.058
Locquénolé;29;29670;48.624;-3.864
Locquirec;29;29241;48.683;-3.668
Locronan;29;29180;48.098;-4.213
Loctudy;29;29750;47.824;-4.187
Locunolé;29;29310;47.924;-3.486
Logonna-Daoulas;29;29460;48.329;-4.289
Lopérec;29;29590;48.302;-4.034
Loperhet;29;29470;48.384;-4.314
Loqueffret;29;29530;48.33;-3.859
Lothey;29;29190;48.183;-4.026
Mahalon;29;29790;48.027;-4.419
La Martyre;29;29800;48.437;-4.17
Confort-Meilars;29;29790;48.056;-4.435
Melgven;29;29140;47.913;-3.842
Mellac;29;29300;47.898;-3.588
Mespaul;29;29420;48.615;-4.033
Moëlan-sur-Mer;29;29350;47.806;-3.646
Morlaix;29;29600;48.6;-3.82
Motreff;29;29270;48.22;-3.562
Névez;29;29920;47.815;-3.776
Ouessant;29;29242;48.46;-5.085
Pencran;29;29800;48.444;-4.221
Penmarch;29;29760;47.812;-4.34
Peumerit;29;29710;47.946;-4.296
Plabennec;29;29860;48.494;-4.419
Pleuven;29;29170;47.915;-4.046
Pleyben;29;29190;48.238;-3.975
Pleyber-Christ;29;29410;48.511;-3.872
Plobannalec-Lesconil;29;29740;47.822;-4.228
Ploéven;29;29550;48.158;-4.213
Plogastel-Saint-Germain;29;29710;47.977;-4.264
Plogoff;29;29770;48.035;-4.681
Plogonnec;29;29180;48.073;-4.159
Plomelin;29;29700;47.936;-4.15
Plomeur;29;29120;47.838;-4.294
Plomodiern;29;29550;48.181;-4.218
Plonéis;29;29710;48.011;-4.209
Plonéour-Lanvern;29;29720;47.908;-4.265
Plonévez-du-Faou;29;29530;48.256;-3.823
Plonévez-Porzay;29;29550;48.127;-4.239
Plouarzel;29;29810;48.439;-4.721
Ploudalmézeau;29;29830;48.538;-4.67
Ploudaniel;29;29260;48.523;-4.314
Ploudiry;29;29800;48.457;-4.129
Plouédern;29;29800;48.483;-4.252
Plouégat-Guérand;29;29620;48.622;-3.67
Plouégat-Moysan;29;29650;48.57;-3.617
Plouénan;29;29420;48.621;-3.982
Plouescat;29;29430;48.666;-4.18
Plouezoc'h;29;29252;48.637;-3.816
Plougar;29;29440;48.556;-4.129
Plougasnou;29;29630;48.678;-3.812
Plougastel-Daoulas;29;29470;48.36;-4.383
Plougonvelin;29;29217;48.351;-4.718
Plougonven;29;29640;48.505;-3.727
Plougoulm;29;29250;48.656;-4.042
Plougourvest;29;29400;48.554;-4.074
Plouguerneau;29;29880;48.603;-4.49
Plouguin;29;29830;48.529;-4.592
Plouhinec;29;29780;48.014;-4.485
Plouider;29;29260;48.602;-4.294
Plouigneau;29;29610;48.574;-3.704
Ploumoguer;29;29810;48.4;-4.715
Plounéour-Ménez;29;29410;48.445;-3.881
Plounéventer;29;29400;48.521;-4.209
Plounévézel;29;29270;48.312;-3.574
Plounévez-Lochrist;29;29430;48.62;-4.199
Plourin-lès-Morlaix;29;29600;48.522;-3.801
Plourin;29;29830;48.503;-4.684
Plouvien;29;29860;48.539;-4.465
Plouvorn;29;29420;48.577;-4.022
Plouyé;29;29690;48.321;-3.734
Plouzané;29;29280;48.377;-4.599
Plouzévédé;29;29440;48.592;-4.096
Plovan;29;29720;47.933;-4.36
Plozévet;29;29710;47.983;-4.41
Pluguffan;29;29700;47.972;-4.187
Pont-Aven;29;29930;47.872;-3.766
Pont-Croix;29;29790;48.047;-4.496
Pont-l'Abbé;29;29120;47.866;-4.22
Porspoder;29;29840;48.499;-4.754
Port-Launay;29;29150;48.218;-4.083
Pouldergat;29;29100;48.041;-4.326
Pouldreuzic;29;29710;47.961;-4.364
Poullan-sur-Mer;29;29100;48.077;-4.397
Poullaouen;29;29246;48.346;-3.63
Primelin;29;29770;48.029;-4.606
Quéménéven;29;29180;48.118;-4.144
Querrien;29;29310;47.955;-3.548
Quimper;29;29000;47.997;-4.091
Quimperlé;29;29300;47.856;-3.556
Rédené;29;29300;47.856;-3.487
Le Relecq-Kerhuon;29;29480;48.403;-4.402
Riec-sur-Bélon;29;29340;47.849;-3.691
La Roche-Maurice;29;29800;48.473;-4.194
Roscanvel;29;29570;48.318;-4.559
Roscoff;29;29680;48.712;-3.99
Rosnoën;29;29590;48.272;-4.199
Rosporden;29;29140;47.958;-3.802
Saint-Coulitz;29;29150;48.182;-4.067
Saint-Derrien;29;29440;48.545;-4.186
Saint-Divy;29;29800;48.454;-4.331
Saint-Eloy;29;29460;48.363;-4.116
Saint-Évarzec;29;29170;47.954;-4.01
Saint-Frégant;29;29260;48.599;-4.374
Saint-Goazec;29;29520;48.151;-3.766
Saint-Hernin;29;29270;48.208;-3.611
Saint-Jean-du-Doigt;29;29630;48.67;-3.763
Saint-Jean-Trolimon;29;29120;47.868;-4.31
Saint-Martin-des-Champs;29;29600;48.576;-3.856
Saint-Méen;29;29260;48.555;-4.26
Saint-Nic;29;29550;48.21;-4.281
Saint-Pabu;29;29830;48.563;-4.62
Saint-Pol-de-Léon;29;29250;48.673;-3.989
Saint-Renan;29;29290;48.426;-4.624
Saint-Rivoal;29;29190;48.35;-3.988
Saint-Sauveur;29;29400;48.449;-4.0
Saint-Ségal;29;29590;48.236;-4.077
Saint-Servais;29;29400;48.515;-4.159
Sainte-Sève;29;29600;48.561;-3.889
Saint-Thégonnec Loc-Eguiner;29;29410;48.511;-3.938
Saint-Thois;29;29520;48.153;-3.906
Saint-Thonan;29;29800;48.477;-4.322
Saint-Thurien;29;29380;47.957;-3.62
Saint-Urbain;29;29800;48.397;-4.222
Saint-Vougay;29;29440;48.589;-4.146
Saint-Yvi;29;29140;47.96;-3.939
Santec;29;29250;48.7;-4.03
Scaër;29;29390;48.028;-3.731
Scrignac;29;29640;48.426;-3.669
Sibiril;29;29250;48.664;-4.072
Sizun;29;29450;48.395;-4.045
Spézet;29;29540;48.186;-3.691
Taulé;29;29670;48.604;-3.899
Telgruc-sur-Mer;29;29560;48.234;-4.357
Tourch;29;29140;48.027;-3.824
Trébabu;29;29217;48.37;-4.733
Treffiagat;29;29730;47.805;-4.26
Tréflaouénan;29;29440;48.627;-4.1
Tréflévénez;29;29800;48.415;-4.176
Tréflez;29;29430;48.627;-4.257
Trégarantec;29;29260;48.549;-4.29
Trégarvan;29;29560;48.237;-4.232
Tréglonou;29;29870;48.547;-4.548
Trégourez;29;29970;48.106;-3.871
Tréguennec;29;29720;47.884;-4.339
Trégunc;29;29910;47.838;-3.841
Le Tréhou;29;29450;48.394;-4.129
Trémaouézan;29;29800;48.509;-4.256
Tréméoc;29;29120;47.907;-4.22
Tréméven;29;29300;47.902;-3.525
Tréogat;29;29720;47.91;-4.34
Tréouergat;29;29290;48.495;-4.603
Le Trévoux;29;29380;47.889;-3.657
Trézilidé;29;29440;48.61;-4.084
Pont-de-Buis-lès-Quimerch;29;29590;48.276;-4.107
Afa;;20167;41.984;8.798
Ajaccio;;20000;41.935;8.701
Alata;;20167;41.974;8.731
Albitreccia;;20128;41.86;8.878
Altagène;;20112;41.709;9.077
Ambiegna;;20151;42.088;8.774
Appietto;;20167;42.003;8.734
Arbellara;;20110;41.671;8.989
Arbori;;20160;42.128;8.795
Argiusta-Moriccio;;20140;41.816;9.032
Arro;;20151;42.096;8.804
Aullène;;20116;41.807;9.093
Azilone-Ampaza;;20190;41.87;9.017
Azzana;;20121;42.113;8.931
Balogna;;20160;42.187;8.754
Bastelica;;20119;41.988;9.049
Bastelicaccia;;20129;41.935;8.836
Belvédère-Campomoro;;20110;41.617;8.823
Bilia;;20100;41.622;8.905
Bocognano;;20136;42.089;9.071
Bonifacio;;20169;41.436;9.185
Calcatoggio;;20111;42.028;8.738
Campo;;20142;41.891;9.001
Cannelle;;20151;42.048;8.817
Carbini;;20170;41.676;9.16
Carbuccia;;20133;42.03;8.936
Cardo-Torgia;;20190;41.853;8.972
Cargèse;;20130;42.154;8.627
Cargiaca;;20164;41.732;9.041
Casaglione;;20111;42.07;8.76
Casalabriva;;20140;41.76;8.925
Cauro;;20117;41.904;8.894
Ciamannacce;;20134;41.973;9.138
Coggia;;20118;42.112;8.735
Cognocoli-Monticchi;;20166;41.802;8.866
Conca;;20135;41.753;9.33
Corrano;;20168;41.882;9.071
Coti-Chiavari;;20138;41.769;8.753
Cozzano;;20148;41.934;9.187
Cristinacce;;20126;42.243;8.855
Cuttoli-Corticchiato;;20167;41.977;8.884
Eccica-Suarella;;20117;41.923;8.894
Évisa;;20126;42.285;8.82
Figari;;20114;41.516;9.121
Foce;;20100;41.622;9.036
Forciolo;;20190;41.848;9.016
Fozzano;;20143;41.699;8.988
Frasseto;;20157;41.92;9.039
Giuncheto;;20100;41.586;8.957
Granace;;20100;41.64;9.012
Grossa;;20100;41.603;8.865
Grosseto-Prugna;;20128;41.884;8.874
Guagno;;20160;42.178;8.984
Guargualé;;20128;41.828;8.928
Guitera-les-Bains;;20153;41.922;9.079
Lecci;;20137;41.666;9.319
Letia;;20160;42.215;8.877
Levie;;20170;41.652;9.116
Lopigna;;20139;42.09;8.854
Loreto-di-Tallano;;20165;41.699;9.031
Marignana;;20141;42.208;8.72
Mela;;20112;41.684;9.092
Moca-Croce;;20140;41.788;9.01
Monacia-d'Aullène;;20171;41.525;9.012
Murzo;;20160;42.158;8.847
Ocana;;20117;41.95;8.91
Olivese;;20140;41.84;9.069
Olmeto;;20113;41.712;8.905
Olmiccia;;20112;41.67;9.033
Orto;;20125;42.199;8.957
Osani;;20147;42.344;8.623
Ota;;20150;42.255;8.733
Palneca;;20134;41.992;9.189
Partinello;;20147;42.319;8.69
Pastricciola;;20121;42.144;9.016
Peri;;20167;42.004;8.912
Petreto-Bicchisano;;20140;41.77;8.97
Piana;;20115;42.226;8.628
Pianottoli-Caldarello;;20131;41.505;9.049
Pietrosella;;20166;41.828;8.814
Pila-Canale;;20123;41.792;8.899
Poggiolo;;20160;42.163;8.898
Porto-Vecchio;;20137;41.592;9.254
Propriano;;20110;41.65;8.894
Quasquara;;20142;41.909;9.008
Quenza;;20122;41.808;9.201
Renno;;20160;42.207;8.82
Rezza;;20121;42.124;8.952
Rosazia;;20121;42.126;8.862
Salice;;20121;42.104;8.902
Sampolo;;20134;41.947;9.12
Sari-Solenzara;;20145;41.813;9.352
Sari-d'Orcino;;20151;42.065;8.834
Sarrola-Carcopino;;20167;42.001;8.834
Sartène;;20100;41.572;8.935
Serra-di-Ferro;;20140;41.741;8.812
Serra-di-Scopamène;;20127;41.779;9.11
Serriera;;20147;42.307;8.732
Soccia;;20125;42.209;8.923
Sollacaro;;20140;41.742;8.88
Sorbollano;;20152;41.75;9.116
Sotta;;20146;41.556;9.182
Sant'Andréa-d'Orcino;;20151;42.044;8.789
San-Gavino-di-Carbini;;20170;41.681;9.233
Sainte-Lucie-de-Tallano;;20112;41.668;9.061
Santa-Maria-Figaniella;;20143;41.725;9.009
Santa-Maria-Siché;;20190;41.884;8.98
Tasso;;20134;41.951;9.093
Tavaco;;20167;42.032;8.884
Tavera;;20163;42.07;9.016
Tolla;;20117;41.968;8.969
Ucciani;;20133;42.047;8.982
Urbalacone;;20128;41.826;8.949
Valle-di-Mezzana;;20167;42.024;8.82
Vero;;20172;42.061;8.922
Vico;;20160;42.151;8.73
Viggianello;;20110;41.669;8.945
Villanova;;20167;41.964;8.67
Zérubia;;20116;41.751;9.057
Zévaco;;20173;41.886;9.045
Zicavo;;20132;41.884;9.167
Zigliara;;20190;41.835;8.984
Zonza;;20144;41.721;9.266
Zoza;;20112;41.722;9.072
Aghione;;20270;42.098;9.412
Aiti;;20244;42.404;9.229
Alando;;20212;42.307;9.286
Albertacce;;20224;42.312;8.924
Aléria;;20270;42.106;9.496
Algajola;;20220;42.605;8.857
Altiani;;20251;42.219;9.278
Alzi;;20212;42.313;9.315
Ampriani;;20272;42.254;9.357
Antisanti;;20270;42.156;9.384
Aregno;;20220;42.592;8.877
Asco;;20276;42.435;8.997
Avapessa;;20225;42.559;8.894
Barbaggio;;20253;42.684;9.368
Barrettali;;20228;42.873;9.361
Bastia;;20600;42.686;9.425
Belgodère;;20226;42.608;9.014
Bigorno;;20252;42.531;9.302
Biguglia;;20620;42.616;9.44
Bisinchi;;20235;42.486;9.319
Borgo;;20290;42.574;9.457
Brando;;20222;42.779;9.45
Bustanico;;20212;42.327;9.309
Cagnano;;20228;42.872;9.444
Calacuccia;;20224;42.323;9.034
Calenzana;;20214;42.478;8.804
Calvi;;20260;42.546;8.76
Cambia;;20244;42.369;9.302
Campana;;20229;42.389;9.34
Campi;;20270;42.269;9.424
Campile;;20290;42.496;9.355
Campitello;;20252;42.526;9.325
Canale-di-Verde;;20230;42.265;9.502
Canari;;20217;42.843;9.346
Canavaggia;;20235;42.497;9.234
Carcheto-Brustico;;20229;42.355;9.36
Carpineto;;20229;42.356;9.38
Carticasi;;20244;42.348;9.304
Casabianca;;20237;42.447;9.372
Casalta;;20215;42.435;9.424
Casamaccioli;;20224;42.283;8.995
Casanova;;20250;42.262;9.152
Casevecchie;;20270;42.136;9.368
Castellare-di-Casinca;;20213;42.471;9.501
Castellare-di-Mercurio;;20212;42.31;9.247
Castello-di-Rostino;;20235;42.471;9.298
Castifao;;20218;42.526;9.118
Castiglione;;20218;42.409;9.114
Castineta;;20218;42.428;9.273
Castirla;;20236;42.368;9.126
Cateri;;20225;42.569;8.896
Centuri;;20238;42.967;9.364
Cervione;;20221;42.321;9.515
Chiatra;;20230;42.288;9.489
Corbara;;20220;42.617;8.902
Corscia;;20224;42.369;9.056
Corte;;20250;42.27;9.083
Costa;;20226;42.576;8.999
Croce;;20237;42.408;9.357
Crocicchia;;20290;42.474;9.352
Erbajolo;;20212;42.252;9.263
Érone;;20244;42.376;9.267
